$synonym$,$cas_number$
$sne 5$,$7782-42-5$
$sne 6g$,$7782-42-5$
$sng 12$,$7782-42-5$
$sno 1$,$7782-42-5$
$sno 1 (graphite)$,$7782-42-5$
$sno 10$,$7782-42-5$
$sno 15$,$7782-42-5$
$sno 25$,$7782-42-5$
$sno 3$,$7782-42-5$
$sno 30$,$7782-42-5$
$sno 5$,$7782-42-5$
$snp 90$,$7782-42-5$
$snp 99$,$7782-42-5$
$so 3-24-1$,$7782-42-5$
$sp 1$,$7782-42-5$
$sp 1 (graphite)$,$7782-42-5$
$sp 10$,$7782-42-5$
$sp 10 (graphite)$,$7782-42-5$
$sp 2$,$7782-42-5$
$sp 2 (graphite)$,$7782-42-5$
$sp 20$,$7782-42-5$
$sp 20 (graphite)$,$7782-42-5$
$sp 200$,$7782-42-5$
$sp 200 (carbon)$,$7782-42-5$
$sp 20m$,$7782-42-5$
$sp 270$,$7782-42-5$
$sp 270 (graphite)$,$7782-42-5$
$sp 300s$,$7782-42-5$
$sp 5$,$7782-42-5$
$sp 5 (graphite)$,$7782-42-5$
$sp 5030$,$7782-42-5$
$sp-m 9$,$7782-42-5$
$spg 10$,$7782-42-5$
$spg 10 (graphite)$,$7782-42-5$
$spg 100$,$7782-42-5$
$spg 100 (graphite)$,$7782-42-5$
$spg 3$,$7782-42-5$
$spg 5$,$7782-42-5$
$spg-u$,$7782-42-5$
$srp 100$,$7782-42-5$
$srp 7$,$7782-42-5$
$srp 98-100$,$7782-42-5$
$ss 100$,$7782-42-5$
$ss 1500$,$7782-42-5$
$ss 3$,$7782-42-5$
$ss 3 (graphite)$,$7782-42-5$
$ss 3n$,$7782-42-5$
$ss 400$,$7782-42-5$
$ss 400 (carbon)$,$7782-42-5$
$ss 500$,$7782-42-5$
$ss lio phase c-c$,$7782-42-5$
$stg 0561$,$7782-42-5$
$sw 1651$,$7782-42-5$
$syzr 1002$,$7782-42-5$
$syzr 1003$,$7782-42-5$
$syzr 2002$,$7782-42-5$
$syzr 2002n$,$7782-42-5$
$syzr 2003$,$7782-42-5$
$syzr 322$,$7782-42-5$
$syzr 501$,$7782-42-5$
$syzr 501h$,$7782-42-5$
$syzr 502fp$,$7782-42-5$
$syzr 502h$,$7782-42-5$
$syzr 503$,$7782-42-5$
$syzr 801$,$7782-42-5$
$syzr 802$,$7782-42-5$
$sanbo 103r$,$7782-42-5$
$scmg-x$,$7782-42-5$
$sepcarb a 3d$,$7782-42-5$
$sepcarb n 11$,$7782-42-5$
$sepcarb n 112$,$7782-42-5$
$shgf 1$,$7782-42-5$
$shocaraiser$,$7782-42-5$
$shocaraiser type s$,$7782-42-5$
$showa denko d 200-0$,$7782-42-5$
$sigraflex$,$7782-42-5$
$sigraflex apx 2$,$7782-42-5$
$sigraflex f 02012z$,$7782-42-5$
$sigraflex fr$,$7782-42-5$
$sigraflex fr 90-60/80$,$7782-42-5$
$sigraflex th$,$7782-42-5$
$sigratherm gfg 1200$,$7782-42-5$
$sigratherm gfg 130$,$7782-42-5$
$silver graphite$,$7782-42-5$
$sino-union 8099180$,$7782-42-5$
$southwestern 1651$,$7782-42-5$
$special cp$,$7782-42-5$
$stove black$,$7782-42-5$
$stratmin 5098$,$7782-42-5$
$stratmin w$,$7782-42-5$
$sumiko release w 2$,$7782-42-5$
$super λgs$,$7782-42-5$
$super λgs 0.15t$,$7782-42-5$
$super λgs/λgsa 300$,$7782-42-5$
$superflake nd 2$,$7782-42-5$
$superior 2025$,$7782-42-5$
$superior 5026$,$7782-42-5$
$superior 8224$,$7782-42-5$
$superior 85/95$,$7782-42-5$
$superior 9039$,$7782-42-5$
$surecoat 1530$,$7782-42-5$
$swedish black lead$,$7782-42-5$
$synthetic graphite 442$,$7782-42-5$
$synthetic graphite powder at 5s$,$7782-42-5$
$syzr 3252$,$7782-42-5$
$syzr 502$,$7782-42-5$
$t 1$,$7782-42-5$
$t 1 (graphite)$,$7782-42-5$
$t 150$,$7782-42-5$
$t 150-600$,$7782-42-5$
$t 4$,$7782-42-5$
$t 4 (graphite)$,$7782-42-5$
$t 44$,$7782-42-5$
$t 4mp$,$7782-42-5$
$t 6p$,$7782-42-5$
$t 750$,$7782-42-5$
$t 750 (graphite)$,$7782-42-5$
$tc 024$,$7782-42-5$
$tc 300$,$7782-42-5$
$tc 301$,$7782-42-5$
$tc 305$,$7782-42-5$
$tc 306$,$7782-42-5$
$tc 307$,$7782-42-5$
$tc-n$,$7782-42-5$
$teg 8099$,$7782-42-5$
$teg 80lte-u$,$7782-42-5$
$tfl 898$,$7782-42-5$
$tg 1$,$7782-42-5$
$tg 1 (graphite)$,$7782-42-5$
$tg 344$,$7782-42-5$
$tg 373$,$7782-42-5$
$tg 406$,$7782-42-5$
$tg 679$,$7782-42-5$
$tg 684$,$7782-42-5$
$tg 684hp$,$7782-42-5$
$tg 741$,$7782-42-5$
$tgp 10$,$7782-42-5$
$tgp 50$,$7782-42-5$
$tgp 7$,$7782-42-5$
$tgs 17$,$7782-42-5$
$tp 040$,$7782-42-5$
$tp 100$,$7782-42-5$
$tp 100 (graphite)$,$7782-42-5$
$trg$,$7782-42-5$
$trg 10$,$7782-42-5$
$tgon 805$,$7782-42-5$
$thermocarb$,$7782-42-5$
$thermocarb cf 300$,$7782-42-5$
$thermocarb tc 300$,$7782-42-5$
$thermographenite$,$7782-42-5$
$thermophit gfg$,$7782-42-5$
$timcal bnb 90$,$7782-42-5$
$timcal ks 15$,$7782-42-5$
$timcal ks 44$,$7782-42-5$
$timcal ks 6$,$7782-42-5$
$timcal mx 15$,$7782-42-5$
$timcal sfg 6$,$7782-42-5$
$timcal slp 30$,$7782-42-5$
$timrex 80-150$,$7782-42-5$
$timrex 80x150$,$7782-42-5$
$timrex bnb 90$,$7782-42-5$
$timrex c-therm 001$,$7782-42-5$
$timrex c-therm 002$,$7782-42-5$
$timrex c-therm 011$,$7782-42-5$
$timrex e-slx 50$,$7782-42-5$
$timrex f 10$,$7782-42-5$
$timrex ga 95/75$,$7782-42-5$
$timrex ga 98/10$,$7782-42-5$
$timrex gb 99/6$,$7782-42-5$
$timrex gn 44$,$7782-42-5$
$timrex hsag 100$,$7782-42-5$
$timrex hsag 300$,$7782-42-5$
$timrex hsag 5$,$7782-42-5$
$timrex k 56$,$7782-42-5$
$timrex ks 10$,$7782-42-5$
$timrex ks 15$,$7782-42-5$
$timrex ks 150$,$7782-42-5$
$timrex ks 25$,$7782-42-5$
$timrex ks 4$,$7782-42-5$
$timrex ks 44$,$7782-42-5$
$timrex ks 6$,$7782-42-5$
$timrex ks 75$,$7782-42-5$
$timrex lb 1016$,$7782-42-5$
$timrex mb 15$,$7782-42-5$
$timrex mx 15$,$7782-42-5$
$timrex pp 10$,$7782-42-5$
$timrex rc 077$,$7782-42-5$
$timrex sfg 15$,$7782-42-5$
$timrex sfg 150$,$7782-42-5$
$timrex sfg 44$,$7782-42-5$
$timrex sfg 5n217$,$7782-42-5$
$timrex sfg 6$,$7782-42-5$
$timrex sfg 75$,$7782-42-5$
$timrex slm 44$,$7782-42-5$
$timrex slx 50$,$7782-42-5$
$timrex t 150$,$7782-42-5$
$timrex t 44$,$7782-42-5$
$timrex therm 002$,$7782-42-5$
$uf 05$,$7782-42-5$
$uf 1-98.5$,$7782-42-5$
$uf 198c$,$7782-42-5$
$uf 2$,$7782-42-5$
$uf 2 (graphite)$,$7782-42-5$
$uf 2-96/97$,$7782-42-5$
$uf 298$,$7782-42-5$
$uf 4$,$7782-42-5$
$uf 4 (graphite)$,$7782-42-5$
$uf 440$,$7782-42-5$
$uf 4s$,$7782-42-5$
$uf 8$,$7782-42-5$
$uf 8 (graphite)$,$7782-42-5$
$uf 99.5$,$7782-42-5$
$uf 995$,$7782-42-5$
$ufg 10$,$7782-42-5$
$ufg 2$,$7782-42-5$
$ufg 30$,$7782-42-5$
$ufg 5$,$7782-42-5$
$ufg-c 30$,$7782-42-5$
$ufg-l 025$,$7782-42-5$
$ufg-s 2$,$7782-42-5$
$ugf 10$,$7782-42-5$
$up 10$,$7782-42-5$
$up 15n$,$7782-42-5$
$up 20$,$7782-42-5$
$up 20 (graphite)$,$7782-42-5$
$up 35n$,$7782-42-5$
$up 5$,$7782-42-5$
$upv 1t$,$7782-42-5$
$ussp$,$7782-42-5$
$ussp-d$,$7782-42-5$
$ucar 38$,$7782-42-5$
$ucar a 20$,$7782-42-5$
$ucar gp 195x$,$7782-42-5$
$ucar gs 4e$,$7782-42-5$
$uglesitall$,$7782-42-5$
$v 10f$,$7782-42-5$
$v 1632$,$7782-42-5$
$v 18$,$7782-42-5$
$v 940$,$7782-42-5$
$va 1530$,$7782-42-5$
$vgr 5$,$7782-42-5$
$vpg 7$,$7782-42-5$
$vpg-kp$,$7782-42-5$
$vtpg 2100$,$7782-42-5$
$vvp 66-95$,$7782-42-5$
$w 5$,$7782-42-5$
$w 5 (graphite)$,$7782-42-5$
$w+ 32$,$7782-42-5$
$wbs 80a$,$7782-42-5$
$wf 015$,$7782-42-5$
$wf 025$,$7782-42-5$
$wf 15c$,$7782-42-5$
$wf 7$,$7782-42-5$
$wf 99-5$,$7782-42-5$
$wh 7$,$7782-42-5$
$wr 10a$,$7782-42-5$
$wr 15$,$7782-42-5$
$wr 15a$,$7782-42-5$
$wr 30a$,$7782-42-5$
$wr 50$,$7782-42-5$
$wr 50a$,$7782-42-5$
$wt 88-2$,$7782-42-5$
$west system 423$,$7782-42-5$
$woodstock special 2367$,$7782-42-5$
$x 10$,$7782-42-5$
$x 10 (graphite)$,$7782-42-5$
$x 100$,$7782-42-5$
$xd 150$,$7782-42-5$
$xd100$,$7782-42-5$
$xf 010$,$7782-42-5$
$xf 010-1$,$7782-42-5$
$xlj 300$,$7782-42-5$
$xm 332$,$7782-42-5$
$xm 9612$,$7782-42-5$
$xp 10$,$7782-42-5$
$xp 10 (graphite)$,$7782-42-5$
$xr 100$,$7782-42-5$
$yuai mch 01$,$7782-42-5$
$z 100$,$7782-42-5$
$z 100 (graphite)$,$7782-42-5$
$z 25$,$7782-42-5$
$z 50$,$7782-42-5$
$z 5f$,$7782-42-5$
$z 80$,$7782-42-5$
$z 80 (graphite)$,$7782-42-5$
$z plus 80$,$7782-42-5$
$z+80$,$7782-42-5$
$zc 90$,$7782-42-5$
$zta$,$7782-42-5$
$zta (graphite)$,$7782-42-5$
$zxf 5q$,$7782-42-5$
$zya$,$7782-42-5$
$zyh$,$7782-42-5$
$egraf 755$,$7782-42-5$
$egraf-hitherm$,$7782-42-5$
$egraf-hitherm 1205$,$7782-42-5$
$egraf-hitherm 1210ap$,$7782-42-5$
$sulfuric acid potassium salt (1:2)$,$7778-80-5$
$sulfuric acid dipotassium salt (8ci,9ci)$,$7778-80-5$
$potassium sulfate (2:1)$,$7778-80-5$
$arcanum duplicatum$,$7778-80-5$
$dipotassium sulfate$,$7778-80-5$
$potassium sulfate$,$7778-80-5$
$potassium sulfate (k2(so4))$,$7778-80-5$
$potassium sulfate (k2so4)$,$7778-80-5$
$potassium sulphate$,$7778-80-5$
$sal polychrestum$,$7778-80-5$
$sulfate of potash$,$7778-80-5$
$sulfuric acid, dipotassium salt$,$7778-80-5$
$tartarus vitriolatus$,$7778-80-5$
$phosphoric acid, potassium salt (1:1)$,$7778-77-0$
$phosphoric acid, monopotassium salt (8ci,9ci)$,$7778-77-0$
$dihydrogen potassium phosphate$,$7778-77-0$
$hydrogen potassium phosphate (h2kpo4)$,$7778-77-0$
$kdp$,$7778-77-0$
$mkp$,$7778-77-0$
$monobasic potassium phosphate$,$7778-77-0$
$monopotassium dihydrogen orthophosphate$,$7778-77-0$
$monopotassium dihydrogen phosphate$,$7778-77-0$
$monopotassium orthophosphate$,$7778-77-0$
$monopotassium phosphate$,$7778-77-0$
$nutri-vant-peak$,$7778-77-0$
$potassium acid phosphate$,$7778-77-0$
$potassium biphosphate$,$7778-77-0$
$potassium dihydrogen orthophosphate$,$7778-77-0$
$potassium dihydrogen phosphate$,$7778-77-0$
$potassium dihydrogen phosphate (kh2po4)$,$7778-77-0$
$potassium diphosphate$,$7778-77-0$
$potassium hydrogen phosphate (kh2po4)$,$7778-77-0$
$potassium monobasic phosphate (kh2po4)$,$7778-77-0$
$potassium phosphate (k(h2po4))$,$7778-77-0$
$potassium phosphate monobasic$,$7778-77-0$
$sorensen's potassium phosphate$,$7778-77-0$
$hypochlorous acid, calcium salt (2:1)$,$7778-54-3$
$hypochlorous acid, calcium salt (8ci,9ci)$,$7778-54-3$
$b-k powder$,$7778-54-3$
$bleaching powder$,$7778-54-3$
$ca(clo)2$,$7778-54-3$
$calcium hypochlorite$,$7778-54-3$
$calcium oxychloride$,$7778-54-3$
$caporit$,$7778-54-3$
$chemichlon g$,$7778-54-3$
$chloride of lime$,$7778-54-3$
$chlorinated lime$,$7778-54-3$
$chloro lime chemical$,$7778-54-3$
$eusol bpc$,$7778-54-3$
$hth (bleaching agent)$,$7778-54-3$
$hth van$,$7778-54-3$
$lime chloride$,$7778-54-3$
$losantin$,$7778-54-3$
$nisso hi-chlon$,$7778-54-3$
$nisso hi-chlon lc$,$7778-54-3$
$perfect pa$,$7778-54-3$
$solvox ks$,$7778-54-3$
$super zappit$,$7778-54-3$
$t-eusol$,$7778-54-3$
$toyoclon pt-p$,$7778-54-3$
$toyoclon ptgiii$,$7778-54-3$
$toyokuron pt-p$,$7778-54-3$
$zappit$,$7778-54-3$
$calcium di(oxychloride)$,$7778-54-3$
$chromic acid (h2cr2o7), potassium salt (1:2)$,$7778-50-9$
$chromic acid (h2cr2o7), dipotassium salt (9ci)$,$7778-50-9$
$dichromic acid (h2cr2o7), dipotassium salt (8ci)$,$7778-50-9$
$c 501$,$7778-50-9$
$chromium potassium oxide (k2cr2o7)$,$7778-50-9$
$dichromic acid dipotassium salt$,$7778-50-9$
$dipotassium bichromate$,$7778-50-9$
$dipotassium bichromate (k2cr2o7)$,$7778-50-9$
$dipotassium dichromate$,$7778-50-9$
$dipotassium dichromate (k2cr2o7)$,$7778-50-9$
$dipotassium dichromium heptaoxide$,$7778-50-9$
$potassium bichromate$,$7778-50-9$
$potassium dichromate$,$7778-50-9$
$potassium dichromate (k2(cr2o7))$,$7778-50-9$
$potassium dichromate(vi)$,$7778-50-9$
$srm 935a$,$7778-50-9$
$acetic acid, 2-hydroxy-$,$79-14-1$
$acetic acid, hydroxy- (9ci)$,$79-14-1$
$glycolic acid (7ci,8ci)$,$79-14-1$
$2-hydroxyacetic acid$,$79-14-1$
$2-hydroxyethanoic acid$,$79-14-1$
$glypure$,$79-14-1$
$glypure 70$,$79-14-1$
$glypure 99$,$79-14-1$
$glycocide$,$79-14-1$
$hydroxyacetic acid$,$79-14-1$
$hydroxyethanoic acid$,$79-14-1$
$nsc 166$,$79-14-1$
$α-hydroxyacetic acid$,$79-14-1$
$2-propenoic acid$,$79-10-7$
$acrylic acid (6ci,7ci,8ci)$,$79-10-7$
$acroleic acid$,$79-10-7$
$b 60-1$,$79-10-7$
$ethylenecarboxylic acid$,$79-10-7$
$hf 3050$,$79-10-7$
$lx 300$,$79-10-7$
$lx 300 (crosslinking agent)$,$79-10-7$
$liroudan fr-rv$,$79-10-7$
$nsc 4765$,$79-10-7$
$propenoic acid$,$79-10-7$
$ra 238$,$79-10-7$
$relugan fr-rv$,$79-10-7$
$vinylformic acid$,$79-10-7$
$2-propanol, 1-amino-$,$78-96-6$
$1-amino-2-propanol$,$78-96-6$
$(2-hydroxy-2-methylethyl)amine$,$78-96-6$
$(rs)-1-amino-2-hydroxypropane$,$78-96-6$
$(rs)-1-amino-2-propanol$,$78-96-6$
$(±)-1-amino-2-propanol$,$78-96-6$
$1-amino-2-hydroxypropane$,$78-96-6$
$1-aminoisopropanol$,$78-96-6$
$1-methyl-2-aminoethanol$,$78-96-6$
$2-amino-1-methylethanol$,$78-96-6$
$2-hydroxy-1-propanamine$,$78-96-6$
$2-hydroxy-1-propylamine$,$78-96-6$
$2-hydroxypropanamine$,$78-96-6$
$2-hydroxypropylamine$,$78-96-6$
$dl-1-amino-2-propanol$,$78-96-6$
$isopropanolamine$,$78-96-6$
$mipa$,$78-96-6$
$monoisopropanolamine$,$78-96-6$
$nsc 3188$,$78-96-6$
$threamine$,$78-96-6$
$α-aminoisopropyl alcohol$,$78-96-6$
$β-aminoisopropanol$,$78-96-6$
$1-propanol, 2-methyl-$,$78-83-1$
$isobutyl alcohol (8ci)$,$78-83-1$
$2-methyl-1-propanol$,$78-83-1$
$1-hydroxy-2-methylpropane$,$78-83-1$
$1-isobutanol$,$78-83-1$
$1-methyl-2-propanol$,$78-83-1$
$2-methylpropyl alcohol$,$78-83-1$
$isobutanol$,$78-83-1$
$isopropyl carbinol$,$78-83-1$
$nsc 5708$,$78-83-1$
$iso-butyl alcohol$,$78-83-1$
$butane, 2-methyl-$,$78-78-4$
$2-methylbutane$,$78-78-4$
$1,1,2-trimethylethane$,$78-78-4$
$borger isopentane$,$78-78-4$
$exxsol isopentane s$,$78-78-4$
$isopentane$,$78-78-4$
$methylbutane$,$78-78-4$
$nsc 119476$,$78-78-4$
$r 601a$,$78-78-4$
$iso-pentane$,$78-78-4$
$ethanaminium, 2-hydroxy-n,n,n-trimethyl-, carbonate (1:1)$,$78-73-9$
$choline, carbonate (1:1) (salt) (8ci)$,$78-73-9$
$choline, hydrogen carbonate (7ci)$,$78-73-9$
$ethanaminium, 2-hydroxy-n,n,n-trimethyl-, carbonate (1:1) (salt) (9ci)$,$78-73-9$
$(2-hydroxyethyl)trimethylammonium bicarbonate$,$78-73-9$
$choline bicarbonate$,$78-73-9$
$cholinium bicarbonate$,$78-73-9$
$claprotek cf$,$78-73-9$
$hydroxyethyltrimethylammonium bicarbonate$,$78-73-9$
$nsc 163321$,$78-73-9$
$trimethyl(2-hydroxyethyl)ammonium bicarbonate$,$78-73-9$
$1,6-octadien-3-ol, 3,7-dimethyl-$,$78-70-6$
$3,7-dimethyl-1,6-octadien-3-ol$,$78-70-6$
$(±)-linalool$,$78-70-6$
$2,6-dimethyl-2,7-octadien-6-ol$,$78-70-6$
$2-methyl-1-prenyl-3-buten-2-ol$,$78-70-6$
$3,7-dimethyl-1,6-octadiene-3-ol$,$78-70-6$
$3,7-dimethyl-3-hydroxy-1,6-octadiene$,$78-70-6$
$3,7-dimethyl-3-ol-1,6-octadiene$,$78-70-6$
$l 260-2$,$78-70-6$
$linalol$,$78-70-6$
$linalool$,$78-70-6$
$linalyl alcohol$,$78-70-6$
$linanool$,$78-70-6$
$nsc 3789$,$78-70-6$
$phantol$,$78-70-6$
$dl-linalool$,$78-70-6$
$β-linalool$,$78-70-6$
$morpholinium, 4-ethyl-4-hexadecyl-, ethyl sulfate (1:1)$,$78-21-7$
$4-ethyl-4-hexadecyl morpholinium ethyl sulfate (6ci,7ci)$,$78-21-7$
$morpholinium, 4-ethyl-4-hexadecyl-, ethyl sulfate (8ci,9ci)$,$78-21-7$
$sulfuric acid, monoethyl ester, ion(1-), 4-ethyl-4-hexadecylmorpholinium (8ci)$,$78-21-7$
$4-cetyl-4-ethylmorpholinium ethyl sulfate$,$78-21-7$
$atlas g 263$,$78-21-7$
$barquat cme 35$,$78-21-7$
$barquat cme-a$,$78-21-7$
$barquat cme-et$,$78-21-7$
$cetylethylmorpholinium ethyl sulfate$,$78-21-7$
$g 251$,$78-21-7$
$g 263$,$78-21-7$
$n,n-cetylethyl morpholinium ethosulfate$,$78-21-7$
$n-cetyl-n-ethylmorpholinium ethyl sulfate$,$78-21-7$
$n-ethyl-n-hexadecylmorpholinium ethyl sulfate$,$78-21-7$
$nsc 215231$,$78-21-7$
$2-oxazolidinone, 3-[3-fluoro-4-[6-(2-methyl-2h-tetrazol-5-yl)-3-pyridinyl]phenyl]-5-[(phosphonooxy)methyl]-, sodium salt (1:2), (5r)-$,$856867-39-5$
$2-oxazolidinone, 3-[3-fluoro-4-[6-(2-methyl-2h-tetrazol-5-yl)-3-pyridinyl]phenyl]-5-[(phosphonooxy)methyl]-, disodium salt, (5r)- (9ci)$,$856867-39-5$
$da 7218$,$856867-39-5$
$tr 701$,$856867-39-5$
$tedizolid phosphate disodium salt$,$856867-39-5$
$mirataine cb$,$86438-79-1$
$phenol, 4-nonyl-, branched$,$84852-15-3$
$1,2,3-propanetricarboxylic acid, 2-(1-oxobutoxy)-, 1,2,3-trihexyl ester$,$82469-79-2$
$1,2,3-propanetricarboxylic acid, 2-(1-oxobutoxy)-, trihexyl ester (9ci)$,$82469-79-2$
$butyryl tri-n-hexyl citrate$,$82469-79-2$
$butyryl trihexyl citrate$,$82469-79-2$
$citroflex b 6$,$82469-79-2$
$trihexyl butyrylcitrate$,$82469-79-2$
$trihexyl citrate butyrate$,$82469-79-2$
$lignosulfonic acid, calcium salt$,$8061-52-7$
$attisol 10$,$8061-52-7$
$attisol 20$,$8061-52-7$
$bindarene$,$8061-52-7$
$borregro ca$,$8061-52-7$
$borrebond powder$,$8061-52-7$
$borrement ca 120$,$8061-52-7$
$borrement ca 2120$,$8061-52-7$
$borresperse ca$,$8061-52-7$
$borresperse ca-sa$,$8061-52-7$
$borresperse caf$,$8061-52-7$
$borresperse cai 50$,$8061-52-7$
$bretax c$,$8061-52-7$
$bretax cl$,$8061-52-7$
$calcium ligninsulfonate$,$8061-52-7$
$calcium lignosulfate$,$8061-52-7$
$calcium lignosulfonate$,$8061-52-7$
$calcium lignosulfonate-formaldehyde-dimethylamine copolymer$,$8061-52-7$
$collex sl$,$8061-52-7$
$collex xb$,$8061-52-7$
$collex xm 1xb120$,$8061-52-7$
$d 419-5$,$8061-52-7$
$darvan 4$,$8061-52-7$
$darvan 404$,$8061-52-7$
$flambinder nx$,$8061-52-7$
$goulac$,$8061-52-7$
$groelipel$,$8061-52-7$
$lignin calcium sulfonate$,$8061-52-7$
$ligninsulfonic acid calcium salt$,$8061-52-7$
$lignone$,$8061-52-7$
$lignosite 401$,$8061-52-7$
$lignosol b-d$,$8061-52-7$
$lignosol d 30$,$8061-52-7$
$lignosol fg$,$8061-52-7$
$lignosol hcx$,$8061-52-7$
$lignosol sf$,$8061-52-7$
$lignosol sfx$,$8061-52-7$
$master pozzolith 8$,$8061-52-7$
$master pozzolith no. 8$,$8061-52-7$
$mu gai$,$8061-52-7$
$norlig a$,$8061-52-7$
$norlig mc$,$8061-52-7$
$orzan 501$,$8061-52-7$
$pearllex c$,$8061-52-7$
$pearllex cp$,$8061-52-7$
$pozzolith 8$,$8061-52-7$
$pozzolith no. 8$,$8061-52-7$
$reax c 21$,$8061-52-7$
$ssb$,$8061-52-7$
$ssb (lignosulfonate)$,$8061-52-7$
$san-x c$,$8061-52-7$
$san-x p 200$,$8061-52-7$
$san-x p 201$,$8061-52-7$
$san-x p 201h$,$8061-52-7$
$san-x p 202$,$8061-52-7$
$san-x p 270$,$8061-52-7$
$san-x p 501$,$8061-52-7$
$san-x scp$,$8061-52-7$
$stapel$,$8061-52-7$
$sulfonated lignin calcium salt$,$8061-52-7$
$toramil b$,$8061-52-7$
$ultrazine ca$,$8061-52-7$
$wrb 1$,$8061-52-7$
$wafex ca$,$8061-52-7$
$wafex p$,$8061-52-7$
$lignosulfonic acid, sodium salt$,$8061-51-6$
$83a$,$8061-51-6$
$85a$,$8061-51-6$
$ahr 2438b$,$8061-51-6$
$as 3$,$8061-51-6$
$as 3 (dispersant)$,$8061-51-6$
$arbo bl$,$8061-51-6$
$arbo n 18$,$8061-51-6$
$arbo s 01$,$8061-51-6$
$betz 402$,$8061-51-6$
$borresperse n$,$8061-51-6$
$borresperse na$,$8061-51-6$
$borresperse na 246$,$8061-51-6$
$borresperse na-sa$,$8061-51-6$
$borresperse nai 50$,$8061-51-6$
$d 419-6$,$8061-51-6$
$diwatex 30fkp$,$8061-51-6$
$flowpro 1512$,$8061-51-6$
$gzmn$,$8061-51-6$
$hr 5$,$8061-51-6$
$hr 5 (cement additive)$,$8061-51-6$
$kelig 100$,$8061-51-6$
$kelig 400$,$8061-51-6$
$kinsperse 126$,$8061-51-6$
$kraftsperse 25m$,$8061-51-6$
$kraftsperse edf 450$,$8061-51-6$
$lsu$,$8061-51-6$
$lsu (lignosulfate)$,$8061-51-6$
$lignin 83a$,$8061-51-6$
$ligninsulfonic acid sodium salt$,$8061-51-6$
$lignopol$,$8061-51-6$
$lignosite 431$,$8061-51-6$
$lignosite 458$,$8061-51-6$
$lignosite 823$,$8061-51-6$
$lignosite 854$,$8061-51-6$
$lignosol axd$,$8061-51-6$
$lignosol d 10$,$8061-51-6$
$lignosol dxd$,$8061-51-6$
$lignosol fta$,$8061-51-6$
$lignosol nsx 110$,$8061-51-6$
$lignosol sfx 65$,$8061-51-6$
$lignosol x$,$8061-51-6$
$lignosol x 50$,$8061-51-6$
$lubricon 200f$,$8061-51-6$
$m 10$,$8061-51-6$
$m 10 (lignosulfonate)$,$8061-51-6$
$maracell c$,$8061-51-6$
$maracell e$,$8061-51-6$
$maracell xc 2$,$8061-51-6$
$maracell xe$,$8061-51-6$
$marasperse b$,$8061-51-6$
$marasperse cba 1$,$8061-51-6$
$marasperse cbo$,$8061-51-6$
$marasperse cbos 4$,$8061-51-6$
$marasperse cbs$,$8061-51-6$
$marasperse cbx 2$,$8061-51-6$
$marasperse n$,$8061-51-6$
$marasperse n 22$,$8061-51-6$
$nk-rx-b$,$8061-51-6$
$np 10$,$8061-51-6$
$np 6$,$8061-51-6$
$neocobaltin pna 11$,$8061-51-6$
$newkalgen rx-b$,$8061-51-6$
$newkalgen wg 4$,$8061-51-6$
$norlig 12$,$8061-51-6$
$norlig 12f$,$8061-51-6$
$orzan cd$,$8061-51-6$
$orzan ls$,$8061-51-6$
$orzan s$,$8061-51-6$
$orzan sl 50$,$8061-51-6$
$pearlex np$,$8061-51-6$
$pearllex n$,$8061-51-6$
$pearllex np$,$8061-51-6$
$peritan na$,$8061-51-6$
$polyfon$,$8061-51-6$
$polyfon f$,$8061-51-6$
$polyfon h$,$8061-51-6$
$polyfon hun$,$8061-51-6$
$polyfon o$,$8061-51-6$
$polyfon t$,$8061-51-6$
$pozzolith 100xr$,$8061-51-6$
$pozzolith 70$,$8061-51-6$
$raycote$,$8061-51-6$
$raylig 260lr$,$8061-51-6$
$raymix$,$8061-51-6$
$reax 05a$,$8061-51-6$
$reax 100m$,$8061-51-6$
$reax 45a$,$8061-51-6$
$reax 45da$,$8061-51-6$
$reax 80c$,$8061-51-6$
$reax 80d$,$8061-51-6$
$reax 81a$,$8061-51-6$
$reax 82$,$8061-51-6$
$reax 83$,$8061-51-6$
$reax 83a$,$8061-51-6$
$reax 83c$,$8061-51-6$
$reax 84a$,$8061-51-6$
$reax 85$,$8061-51-6$
$reax 85a$,$8061-51-6$
$reax 85c$,$8061-51-6$
$reax 88b$,$8061-51-6$
$reax 905$,$8061-51-6$
$reax 910$,$8061-51-6$
$reax 95a$,$8061-51-6$
$reax 98b$,$8061-51-6$
$reax sr 1$,$8061-51-6$
$reveal nm$,$8061-51-6$
$reveal sm$,$8061-51-6$
$reveal sm 5$,$8061-51-6$
$reveal wm$,$8061-51-6$
$s 1834$,$8061-51-6$
$s 29$,$8061-51-6$
$sxmn$,$8061-51-6$
$san-x p 213$,$8061-51-6$
$san-x p 252$,$8061-51-6$
$san-x p 550$,$8061-51-6$
$san-x p 552$,$8061-51-6$
$sanekis p 550$,$8061-51-6$
$sanex 252$,$8061-51-6$
$sanflo gr$,$8061-51-6$
$sodalig$,$8061-51-6$
$sodium ligninsulfonate$,$8061-51-6$
$sodium lignosulfite$,$8061-51-6$
$sodium lignosulfonate$,$8061-51-6$
$sodium lignosulfonic acid$,$8061-51-6$
$sodium lingnosulfonate$,$8061-51-6$
$sorpol 9047k$,$8061-51-6$
$starlig na 2420$,$8061-51-6$
